643.29,455.43
644.45,480.41
645.61,505.38
646.77,530.35
647.93,555.33
649.09,580.30
279.16,356.07
256.23,346.12
233.29,336.16
210.36,326.21
187.43,316.25
164.50,306.29
204.46,302.70
186.64,285.17
168.81,267.65
150.98,250.12
133.15,232.59
115.33,215.07
